tier,variant,window_seconds,sync_count,syncs_per_minute
512,before,60,0
0,0
0
512,after,60,0
0,0
0
768,before,60,0
0,0
0
768,after,60,0
0,0
0
1024,before,60,0
0,0
0
1024,after,60,0
0,0
0
