512,,,,14752,14976,14752,14976,0.4086148738861084,0.41212987899780273,PERSISTENCE_PASS,PERSISTENCE_PASS,INCOMPLETE
768,,,,14768,14640,14768,14640,0.4215409755706787,0.4005098342895508,PERSISTENCE_PASS,PERSISTENCE_PASS,INCOMPLETE
1024,,,,14736,14624,14736,14624,0.4216349124908447,0.4137918949127197,PERSISTENCE_PASS,PERSISTENCE_PASS,INCOMPLETE
