timestamp,tier,phase,mem_total_kib,mem_available_kib
2026-08-26T13:11:39Z,512,idle-settled,479152,372796
2026-08-26T13:11:50Z,512,hold-5s,479152,225636
2026-08-26T13:12:01Z,512,hold-10s,479152,221960
2026-08-26T13:12:34Z,512,hold-30s,479152,223552
2026-08-26T13:12:38Z,512,release-immediate,479152,363468
2026-08-26T13:12:53Z,512,release-10s,479152,362028
